@RELATION Leaf_Classification

@ATTRIBUTE Contrast numeric
@ATTRIBUTE Homogeneity numeric
@ATTRIBUTE ASM numeric
@ATTRIBUTE Dissimilarity numeric
@ATTRIBUTE Energy numeric
@ATTRIBUTE class {Aguacate,Guaycacan,Coralillo}

@DATA
532153,4815739.9,641814640,421659,25334.0608667,Coralillo
482189,4823483.9,445766324,400425,21113.1789174,Coralillo
1540151,4528451.74407,1700935798,1045569,41242.4029125,Coralillo
839814,4733236.35879,4073660654,607282,63825.2352444,Coralillo
553302,4809381.0,1359157726,435782,36866.7563802,Coralillo
502736,4816767.2,945681390,415044,30751.93311,Coralillo
1598680,4511237.33474,4265184214,1082344,65308.377824,Coralillo
957887,4696125.12776,508730280,687361,22555.0499889,Coralillo
680530,4765319.16471,975003924,530396,31225.0528262,Coralillo
666499,4754855.81765,1236874980,545523,35169.2334292,Coralillo
1699280,4481520.82927,2733325318,1145748,52281.2138153,Coralillo
1391814,4559613.34992,2078239094,979288,45587.7077072,Coralillo
82392097,1779996.94329,1294765724,13025935,35982.8531943,Coralillo
1642126,4397552.6532,3962649992,1299188,62949.5829375,Coralillo
1866033,4432971.33781,4119749322,1249707,64185.2734044,Coralillo
4619518,3896839.19082,3496689490,2504702,59132.8122957,Coralillo
857518,4658157.32941,2247151330,738494,47404.1277739,Coralillo
651870,4737865.8,1919824112,571402,43815.7975164,Coralillo
2150442,4352886.23641,1283552300,1422474,35826.6981454,Coralillo
147927282,1328629.1825,1609422468,18380984,40117.6079546,Coralillo
785562,4687946.85882,1291861450,676882,35942.4741775,Coralillo
658440,4736325.6,1012513686,575064,31820.0202074,Coralillo
2649785,4224657.54359,185788066,1704887,13630.409605,Coralillo
27473220,2442207.34888,3450400204,7554218,58740.1072862,Coralillo
1560851,4386974.53112,2826465510,1306429,53164.5136346,Coralillo
1594337,4363454.91783,1457467336,1351941,38176.7905409,Coralillo
3592484,4023286.37008,4220917984,2168566,64968.5922889,Coralillo
331905918,1004185.96041,207318702,28117640,14398.5659703,Coralillo
1413557,4414617.53258,282518612,1236855,16808.2899785,Coralillo
982141,4585991.07647,581664216,879567,24117.7158122,Coralillo
1554099,4477421.42665,2987702994,1142459,54659.884687,Coralillo
815844,4729134.68959,1824342686,611850,42712.3247553,Coralillo
550439,4808863.7,3584261960,436167,59868.7060157,Coralillo
505747,4815841.3,2392489232,417089,48913.0783329,Coralillo
1587878,4466319.11529,3530229454,1165932,59415.7340609,Coralillo
859075,4715009.41041,3993213582,642321,63191.8790827,Coralillo
573775,4801371.7,3623834394,452543,60198.2922847,Coralillo
526454,4808585.0,2647501442,432634,51453.8768413,Coralillo
1652830,4444914.0526,779665652,1211144,27922.4936565,Coralillo
990637,4669998.21674,1883584632,738133,43400.2837779,Coralillo
713385,4750830.3,470063868,560023,21680.9563442,Coralillo
708602,4735382.6,2154503876,584996,46416.6336134,Coralillo
1763253,4408920.48243,2139004224,1287307,46249.3699849,Coralillo
1458363,4511969.55339,2141661038,1072639,46278.0837762,Coralillo
94869118,1644742.43686,2297968008,14497124,47937.1255709,Coralillo
1739640,4319384.02223,2176552458,1448548,46653.5363933,Coralillo
1948098,4350382.08938,1516803344,1411892,38946.1595539,Coralillo
4916779,3756648.95681,1928605086,2803951,43915.8864877,Coralillo
912769,4625434.15882,52687410,802271,7258.60937095,Coralillo
706810,4711275.4,138609716,624876,11773.2627593,Coralillo
2261768,4256166.11887,863757570,1614528,29389.752806,Coralillo
177386304,1193795.93716,1570334070,20884766,39627.4408712,Coralillo
843579,4656591.3,3704077210,738811,60861.130535,Coralillo
719062,4708024.6,2919185682,632336,54029.4890037,Coralillo
2820648,4105859.91681,2556781298,1945706,50564.6249665,Coralillo
31462510,2216304.59377,1177511332,8611770,34314.8849918,Coralillo
1735670,4299995.22629,3765031822,1481246,61359.8551335,Coralillo
1831108,4263833.43087,1970602380,1557476,44391.4674234,Coralillo
3899587,3870911.77725,2688469390,2490439,51850.4521677,Coralillo
404742273,935648.603568,2482753906,32154545,49827.2406019,Coralillo
1611489,4329987.57861,71921048,1410965,8480.62780695,Coralillo
1116975,4524091.74706,1318673282,1005203,36313.5413035,Coralillo
1308333,4558966.67167,3947665234,965971,62830.4483034,Coralillo
713803,4758037.12081,2280740620,546247,47757.1002051,Coralillo
488843,4826083.34706,396867690,397191,19921.5383442,Coralillo
446919,4833845.7,3129379766,377277,55940.8595393,Coralillo
1336948,4549959.61696,1428559840,985044,37796.2939982,Coralillo
751489,4746480.83032,2628131950,571323,51265.3094207,Coralillo
509767,4819697.32353,2162321004,411289,46500.7634776,Coralillo
465666,4827567.0,630438440,390866,25108.5332108,Coralillo
1391862,4532801.84373,935498132,1021376,30585.9139474,Coralillo
865806,4709471.91261,3141127586,650532,56045.7633189,Coralillo
635417,4776191.12353,3311595492,504421,57546.4637662,Coralillo
626085,4767617.87647,4258643146,517513,65258.2802869,Coralillo
1484506,4503832.57413,1662739824,1082722,40776.7068803,Coralillo
1278766,4578126.25423,1261240872,930786,35513.9532015,Coralillo
80047361,1812301.6036,779986322,12725895,27928.235211,Coralillo
1543572,4422107.76839,775594542,1243044,27849.4980565,Coralillo
1638910,4456883.39295,2270812794,1182636,47653.0460097,Coralillo
4343235,3934410.26477,576874914,2407873,24018.2204586,Coralillo
790426,4675474.03529,2656170982,698472,51538.0537273,Coralillo
600957,4753827.9,2699493910,536313,51956.6541455,Coralillo
1899455,4381231.28997,789653464,1345079,28100.7733701,Coralillo
141609270,1366032.31259,4251296874,17782966,65201.9698629,Coralillo
721558,4706221.28235,3938350766,635754,62756.2806897,Coralillo
608694,4753215.0,2219503390,538624,47111.6056827,Coralillo
2355930,4259664.53883,3416334480,1610924,58449.4181323,Coralillo
25696784,2507043.8992,3945881692,7254270,62816.2534063,Coralillo
1463091,4421201.66933,3590817384,1232943,59923.4293411,Coralillo
1515392,4399112.3729,3257280696,1278536,57072.5914603,Coralillo
3214198,4066726.4507,4221942766,2049504,64976.4785596,Coralillo
308350567,1014927.59932,1591503530,27072239,39893.6527533,Coralillo
1309884,4452111.47359,2790952020,1156868,52829.4616668,Coralillo
910947,4612242.33529,662325274,823941,25735.6809508,Coralillo
2605472,4750729.86635,588393890,729140,24256.8318212,Coralillo
1474798,4812669.84854,636417178,543668,25227.3101618,Coralillo
967822,4828558.96923,3201617530,466764,56582.8377691,Coralillo
841794,4829520.74118,2772687586,449374,52656.3157276,Coralillo
2661418,4746744.84894,4028705276,740314,63472.0826506,Coralillo
1547464,4808126.23367,3332197768,558790,57725.191797,Coralillo
1008644,4825785.9819,4060878466,477160,63725.0222911,Coralillo
873950,4826992.08235,278954296,458740,16701.924919,Coralillo
2765428,4739338.49669,2744114954,761060,52384.3006444,Coralillo
1766596,4789609.08701,3154231814,612136,56162.5481438,Coralillo
1232384,4798612.08621,3749189726,552982,61230.6273527,Coralillo
1123366,4787851.07602,4008499226,562504,63312.7098299,Coralillo
2940084,4726667.82798,784608842,796596,28010.8700686,Coralillo
2622118,4714232.93376,2642333050,820996,51403.628763,Coralillo
116650472,4221474.22341,2091673140,6673922,45734.8132171,Coralillo
2640670,4587136.17977,691407642,1101584,26294.6314292,Coralillo
3230568,4705114.35034,668775944,856948,25860.7026973,Coralillo
10460374,4435765.77776,4006172682,1905400,63294.3337274,Coralillo
1284020,4724140.72964,130053218,693124,11404.0877759,Coralillo
939096,4778543.57647,1019349736,550948,31927.2569445,Coralillo
3726788,4669943.72361,151276572,958318,12299.4541342,Coralillo
194497760,4054063.43601,1072580066,9474514,32750.2681821,Coralillo
1147392,4748399.64486,3422678104,631712,58503.6588941,Coralillo
942760,4781805.71765,3430205346,545866,58567.9549412,Coralillo
4615084,4615443.14504,2023183088,1127228,44979.8075585,Coralillo
48040134,4104034.19594,491165372,4817402,22162.251059,Coralillo
2109750,4599090.57334,3963305574,1023534,62954.789921,Coralillo
2116110,4590294.96713,384446078,1043100,19607.29655,Coralillo
6328156,4536208.23372,1646012980,1408872,40571.0855167,Coralillo
341325146,4118451.85338,402314010,12415282,20057.7668248,Coralillo
1741124,4611523.87891,1301931760,954430,36082.2915015,Coralillo
1203282,4702103.31978,1008474260,721122,31756.4837474,Coralillo
1886726,4548863.92652,801893166,1055036,28317.7182343,Coralillo
1082133,4711958.46725,1656506202,679915,40700.1990413,Coralillo
743925,4767959.17059,1107716836,536395,33282.3802634,Coralillo
668982,4776543.0,3963615686,509792,62957.2528467,Coralillo
1929113,4539316.82586,2327735214,1076533,48246.608316,Coralillo
1136260,4699492.42532,1814044994,708620,42591.607084,Coralillo
777500,4759654.18824,2267998648,555772,47623.5094045,Coralillo
696133,4769215.9,989075744,526529,31449.5746235,Coralillo
2008246,4521857.05992,1562952740,1115934,39534.1970957,Coralillo
1301417,4658343.8009,948639784,801005,30799.9964935,Coralillo
960482,4706318.23077,16363512,674310,4045.18380299,Coralillo
913109,4698371.82941,613361928,680651,24766.1447949,Coralillo
2145996,4491730.71322,1730298232,1184268,41596.853631,Coralillo
1933217,4514112.36532,256430248,1128899,16013.4396055,Coralillo
134573902,2162169.59744,4129342764,13458176,64259.9623716,Coralillo
2298865,4307472.13284,271072708,1553901,16464.2858333,Coralillo
2379530,4443326.00797,1451395032,1295808,38097.1787932,Coralillo
7545716,3883210.25438,3761823868,2847798,61333.7090677,Coralillo
1175428,4576069.51209,3193391426,927892,56510.1002123,Coralillo
860478,4675605.63529,3306781656,709920,57504.6229098,Coralillo
2784563,4366281.65451,2905712990,1478055,53904.6657535,Coralillo
217038896,1684817.08798,2311889282,18473910,48082.1097915,Coralillo
1060892,4614718.59005,1810480620,844578,42549.7428899,Coralillo
868232,4675615.43529,3211456686,711196,56669.7157748,Coralillo
3524831,4244586.17634,4186859024,1778141,64705.9427255,Coralillo
46007039,2622996.60818,1155428926,8246335,33991.6008155,Coralillo
2259786,4301032.50372,954559188,1561692,30895.9412868,Coralillo
2175302,4286603.45757,2104928520,1573860,45879.4999973,Coralillo
4981519,4056581.73375,3717033820,2274911,60967.4816603,Coralillo
447555927,1397638.35444,1776520228,27114969,42148.7867916,Coralillo
2006336,4328905.26206,2513086926,1475700,50130.6984392,Coralillo
1256917,4515430.09255,14205150,1042723,3768.97200839,Coralillo
1450513,4589077.66552,2811842154,933955,53026.8059947,Coralillo
796933,4768387.55909,888110188,541983,29801.1776277,Coralillo
529246,4826443.0,2502440144,403336,50024.3954886,Coralillo
476281,4832991.1,3493000572,383595,59101.6122623,Coralillo
1483908,4579428.63374,1595363382,954820,39942.0002253,Coralillo
839693,4756157.96252,4281974916,568995,65436.8009304,Coralillo
552316,4819903.6,738839248,418080,27181.5975984,Coralillo
495996,4826941.2,2139299862,396964,46252.5660045,Coralillo
1546524,4560909.99917,3869900460,994808,62208.524014,Coralillo
968620,4716458.7322,2159259778,655026,46467.8359513,Coralillo
692989,4773630.77059,475182488,518481,21798.6808775,Coralillo
671128,4763637.43529,687318216,531630,26216.7544902,Coralillo
1653154,4530006.09171,3852811688,1061834,62071.0213224,Coralillo
1433741,4578983.99818,3169899448,952923,56301.8600758,Coralillo
87187406,2014401.12691,3301859600,12028484,57461.8099262,Coralillo
1733794,4414864.17762,384742952,1283434,19614.8655871,Coralillo
1833808,4479494.7483,2516936286,1172428,50169.0769897,Coralillo
5230163,3951205.96321,1351427030,2491993,36761.7604312,Coralillo
887692,4660119.78824,4203372850,740228,64833.4238645,Coralillo
652828,4742870.8,3329708688,563220,57703.6280315,Coralillo
2143510,4399579.56641,25090402,1350890,5009.03204222,Coralillo
164972895,1494924.32624,3001959374,17517569,54790.1393866,Coralillo
804608,4691280.02353,3047556990,674498,55204.6826818,Coralillo
659997,4740431.1,3407150468,568481,58370.8015021,Coralillo
2705194,4272631.02714,3750947418,1643432,61244.9787166,Coralillo
33562304,2554398.28833,3127846656,7578948,55927.1549071,Coralillo
1682061,4395352.45622,4128974108,1309719,64257.0938341,Coralillo
1695265,4367621.92365,274535978,1360453,16569.1272552,Coralillo
3795311,4074923.85445,2178977272,2122639,46679.5166213,Coralillo
365563755,1107437.93605,2333518126,27002379,48306.5019019,Coralillo
1517146,4421572.10896,1417558516,1240972,37650.4782971,Coralillo
1019981,4579908.53529,1517729798,896007,38958.0517737,Coralillo
1407601,4644103.58849,662889192,826135,25746.6345762,Coralillo
832470,4787044.41705,2024415754,514774,44993.5079095,Coralillo
590525,4831332.32353,4288546958,405333,65486.998389,Coralillo
536168,4835364.8,4125415506,389620,64229.3975217,Coralillo
1434987,4636257.37842,100598042,842841,10029.8575264,Coralillo
866728,4778533.25968,3348443908,534164,57865.7403651,Coralillo
609624,4826942.25882,2734554370,415820,52292.9667355,Coralillo
553001,4830965.9,2890320364,399757,53761.6997871,Coralillo
1486361,4621089.54022,3776788604,875015,61455.5823665,Coralillo
969478,4750449.39971,1982737314,596314,44527.9385779,Coralillo
719006,4794508.71765,3655353008,487898,60459.5154463,Coralillo
691795,4784835.20588,793091752,499759,28161.8847381,Coralillo
1573287,4595112.54678,1057820378,929961,32524.1506884,Coralillo
1341234,4643632.85814,3460933710,827296,58829.7009171,Coralillo
56829232,1989386.96305,4120357854,10724586,64190.0136626,Coralillo
1423751,4498235.3894,646595470,1096415,25428.2415829,Coralillo
1715604,4552098.98441,2334722374,1020778,48318.9649517,Coralillo
3914223,4086274.15348,816795182,2072841,28579.628794,Coralillo
835944,4703126.89412,3730642572,659930,61078.9863374,Coralillo
663199,4766038.9,2250606694,526335,47440.5595878,Coralillo
1951055,4481425.86346,2470152520,1170245,49700.6289699,Coralillo
106799323,1489488.52059,3985568982,15468141,63131.3629031,Coralillo
792099,4723643.98235,1241467078,618429,35234.4586733,Coralillo
677542,4762347.4,3178860596,534878,56381.3851905,Coralillo
2353151,4365836.83057,1181425966,1416987,34371.8775455,Coralillo
19993426,2648276.5806,12132206,6444654,3483.1316369,Coralillo
1433637,4459553.66381,395851894,1163905,19896.0270909,Coralillo
1483608,4442591.86135,854962524,1201158,29239.7422013,Coralillo
3077469,4180677.79848,3497083996,1822443,59136.1479638,Coralillo
246320880,1063084.34893,1145475444,24773242,33844.8732307,Coralillo
1326495,4476099.15196,1958371778,1119529,44253.4945287,Coralillo
964605,4626612.65294,2071067638,808937,45508.984146,Coralillo
1944595,4559435.08132,1918390184,1042461,43799.4313205,Coralillo
1089683,4733120.97073,147678474,645031,12152.3032385,Coralillo
724715,4791252.92353,3843728146,494369,61997.8075903,Coralillo
644986,4799121.4,3576778140,468162,59806.1714207,Coralillo
1983385,4549934.9814,2316184982,1063377,48126.7595211,Coralillo
1139695,4720664.19387,2619922832,673151,51185.1817619,Coralillo
753919,4784026.82941,3728651894,511257,61062.688231,Coralillo
670128,4792400.4,3555494728,483554,59627.9693433,Coralillo
2055978,4532182.1009,3610271316,1102522,60085.5333337,Coralillo
1288230,4681122.77684,1173546912,760630,34257.0709781,Coralillo
914307,4735832.11629,3965295898,617539,62970.595503,Coralillo
867096,4726278.59186,2652723598,626462,51504.5978336,Coralillo
2181196,4502264.66921,4293774842,1168932,65526.9016664,Coralillo
1846897,4540572.47046,3870715044,1072719,62215.0708752,Coralillo
105762276,1992558.79213,763785014,12681608,27636.6606883,Coralillo
2015265,4365604.03979,303043226,1412375,17408.1367757,Coralillo
2390589,4454451.52811,2373598068,1276523,48719.586082,Coralillo
6480527,3914306.59029,3272345712,2676313,57204.4203886,Coralillo
1088966,4617521.71131,976202278,844540,31244.2359164,Coralillo
817186,4706421.11765,3755090684,651362,61278.7947336,Coralillo
2749140,4378387.63448,3043669032,1451178,55169.4574198,Coralillo
182310414,1489471.05248,3498320072,17932112,59146.5981439,Coralillo
998245,4651968.27647,1037227772,772093,32206.0207415,Coralillo
825151,4705850.99412,1264928804,653639,35565.8375973,Coralillo
3391773,4258583.40734,2660079800,1735577,51575.9614549,Coralillo
36389858,2560429.83683,291895314,7682960,17084.9440737,Coralillo
1953437,4356012.78348,825267274,1421565,28727.4654991,Coralillo
1914848,4337274.28994,1388256924,1448018,37259.3199616,Coralillo
4620263,4071201.43534,2479879672,2202091,49798.3902551,Coralillo
376055421,1135454.73785,3797300814,26702381,61622.2428511,Coralillo
1727656,4382606.82113,4266727286,1341834,65320.1904927,Coralillo
1165642,4554615.25882,572919560,962436,23935.7381336,Coralillo
1491978,4545005.81379,1529873766,1021336,39113.6007803,Coralillo
852192,4733207.53846,3608228026,611622,60068.5277496,Coralillo
586882,4797615.4,2291630312,460988,47870.9756742,Coralillo
533842,4806820.6,1571301888,436806,39639.6504525,Coralillo
1523881,4535279.67493,585432272,1042241,24195.7077185,Coralillo
893843,4720282.61584,4102174238,639835,64048.2180705,Coralillo
611569,4789685.5,977341908,478319,31262.4680408,Coralillo
554774,4799778.2,918106130,452032,30300.2661704,Coralillo
1584907,4516731.09541,3441101608,1082129,58660.903573,Coralillo
1020474,4679039.68778,4280556140,728630,65425.9592211,Coralillo
756526,4738220.62353,1967119476,588230,44352.2206434,Coralillo
736230,4729483.8,1165901380,599432,34145.2980658,Coralillo
1687122,4485969.72885,12136026,1148466,3483.67995086,Coralillo
1484576,4537301.76025,3338363436,1035776,57778.5724642,Coralillo
102081482,1960502.61838,3870227778,12940478,62211.1547715,Coralillo
1827925,4352072.48414,2062984842,1407991,45420.0929325,Coralillo
1860205,4435709.65048,4030576226,1257735,63486.8193092,Coralillo
5234636,3887999.45847,236829076,2624870,15389.2519636,Coralillo
966760,4618340.65882,3043641580,823080,55169.2086222,Coralillo
721528,4709261.2,3326946254,630686,57679.686667,Coralillo
2154979,4355413.05417,2662877192,1434899,51603.0734744,Coralillo
166159460,1408617.72318,2379775906,18365830,48782.946877,Coralillo
881132,4652642.91765,3019566048,751650,54950.5782317,Coralillo
726191,4709152.1,955416380,631645,30909.8104168,Coralillo
2682800,4226329.36931,2912682526,1727020,53969.2739065,Coralillo
32844647,2468764.24955,1263384916,7819095,35544.1263221,Coralillo
1791732,4342628.7449,1577966034,1418802,39723.6206054,Coralillo
1742737,4327134.33855,1057129250,1437281,32513.5241092,Coralillo
3683482,4024868.20301,2400980812,2204192,48999.8042037,Coralillo
370966682,1065935.55641,3875743002,28074748,62255.4656396,Coralillo
1596560,4373173.82704,2881586082,1336316,53680.4068725,Coralillo
1068242,4552739.49412,2638703606,949340,51368.3132485,Coralillo
1654069,4598519.56541,3882551788,948823,62310.1258866,Coralillo
1033871,4727014.26656,2496454962,649701,49964.5370438,Coralillo
754859,4768577.51176,481747058,537331,21948.7370479,Coralillo
684461,4775217.5,215910866,514581,14693.9057435,Coralillo
1690586,4591235.13671,1919053448,965750,43807.0022713,Coralillo
1084742,4717801.52577,2574836062,672336,50742.8424706,Coralillo
785693,4763340.95882,999421932,551179,31613.6352228,Coralillo
709361,4770471.5,179792126,526641,13408.6586205,Coralillo
1759436,4577367.08863,2203892778,997866,46945.6364106,Coralillo
1235178,4688179.30685,641474672,742690,25327.3502759,Coralillo
956226,4723866.10045,3321953086,644428,57636.3868229,Coralillo
910024,4715601.0009,2576378560,651442,50758.0393632,Coralillo
1877125,4554356.06848,3734998108,1051679,61114.6308833,Coralillo
1809497,4574801.21957,450231962,1007683,21218.670128,Coralillo
120082000,2891810.97081,146227576,11009872,12092.4594686,Coralillo
2160250,4395463.70581,3951850992,1381812,62863.7494268,Coralillo
2077347,4517293.46497,826550494,1139965,28749.7911992,Coralillo
7017276,4065926.19463,1857365620,2457014,43097.1648719,Coralillo
1099434,4613139.50498,915817080,853618,30262.4698265,Coralillo
832840,4692733.95294,1919203914,676782,43808.7196115,Coralillo
2427647,4458093.94951,805537734,1285283,28381.9966528,Coralillo
199655530,2529285.9524,2135430020,15173432,46210.71326,Coralillo
1012671,4642345.16606,454040216,790649,21308.219447,Coralillo
843082,4693209.89412,3224039540,677696,56780.6264495,Coralillo
3073947,4365249.00841,3795536388,1525527,61607.9247175,Coralillo
42331317,3157861.9833,4226413528,6935645,65010.872383,Coralillo
2265893,4387020.50808,3150853190,1416511,56132.4611076,Coralillo
2136303,4380795.26126,745155604,1409305,27297.5384238,Coralillo
4354049,4223851.39719,4035315150,1923859,63524.1304545,Coralillo
391710521,2347097.38315,3719844172,21397013,60990.5252642,Coralillo
2038312,4405484.35728,2530396914,1351182,50303.0507425,Coralillo
1208579,4561104.21765,1046890424,958745,32355.6861154,Coralillo
1321957,4588794.32815,877128080,915201,29616.3481881,Coralillo
718649,4770942.60486,2976549088,525127,54557.7591915,Coralillo
490085,4830023.61765,983119792,390829,31354.7411407,Coralillo
445886,4835582.6,1442132200,374210,37975.4157318,Coralillo
1348877,4579833.87611,2911972594,934073,53962.6963188,Coralillo
753376,4760642.45718,2073263986,547834,45533.1086793,Coralillo
509126,4824463.75294,3401974388,403268,58326.4467287,Coralillo
463261,4830075.1,3763968342,386285,61351.1885948,Coralillo
1401011,4563043.16989,3735021964,969557,61114.8260572,Coralillo
862019,4726111.96416,1202267722,622501,34673.7324498,Coralillo
626096,4783869.97647,4249659682,490388,65189.4138799,Coralillo
612770,4772413.75294,244606170,507304,15639.8903449,Coralillo
1488922,4534627.95093,934661990,1029508,30572.2421487,Coralillo
1242875,4605305.0198,1606165842,881269,40076.9989146,Coralillo
72056612,1909007.81251,461534538,11876396,21483.3549056,Coralillo
1429100,4442835.79699,3362799006,1191188,57989.6456792,Coralillo
1634121,4488513.88676,15356504,1127017,3918.73755181,Coralillo
3945819,4001220.79945,966927628,2247659,31095.4599258,Coralillo
767554,4686795.68235,2771266300,675784,52642.8181237,Coralillo
599426,4754876.6,76354478,534310,8738.10494329,Coralillo
1878135,4412856.93235,3550793558,1287699,59588.5354578,Coralillo
124648939,1415204.88393,2945113100,16729993,54268.8962482,Coralillo
709139,4713953.51176,2102620774,620787,45854.3430222,Coralillo
609698,4752438.2,209536346,540086,14475.3703234,Coralillo
2303690,4289007.36268,1366869070,1554018,36971.1924341,Coralillo
22023568,2558783.35835,3568472340,6882716,59736.6917397,Coralillo
1366280,4440468.70807,2704098912,1185602,52000.9510682,Coralillo
1459797,4402325.5078,2228825274,1264889,47210.4360709,Coralillo
3094423,4089554.2908,244492582,1996493,15636.2585678,Coralillo
279125267,1011253.11832,845251364,26377681,29073.2069782,Coralillo
1259428,4462232.10997,1528220820,1131834,39092.4650029,Coralillo
914834,4607568.30317,245463698,832388,15667.2811298,Coralillo
1226647,4624873.18049,3134332368,843029,55985.1084486,Coralillo
708166,4783655.13785,2200153088,502908,46905.7894934,Coralillo
496496,4835927.6,2133085750,382070,46185.3412892,Coralillo
452886,4842017.4,1033686066,364652,32150.9885696,Coralillo
1247777,4617617.67753,2093204,858299,1446.79093168,Coralillo
736992,4774358.98907,3514825362,523036,59285.962605,Coralillo
512870,4830834.2,3452121740,393288,58754.7592966,Coralillo
467599,4837137.7,2737093596,375237,52317.2399501,Coralillo
1288531,4603406.16973,2958689344,888151,54393.8355331,Coralillo
827153,4742902.42,2817705472,589951,53082.063562,Coralillo
612192,4795139.01176,205774468,469304,14344.8411633,Coralillo
595139,4787713.62941,2278365144,478861,47732.2233297,Coralillo
1359360,4578495.04746,4251491342,940392,65203.4611198,Coralillo
1136615,4635237.18458,2515558536,817615,50155.3440423,Coralillo
54778551,2049834.16917,676823054,10512539,26015.8231467,Coralillo
1291997,4501120.11102,4160576254,1071315,64502.5290512,Coralillo
1475223,4537993.68214,275876588,1025419,16609.5330458,Coralillo
3219715,4095655.07963,1117880336,2010297,33434.7175254,Coralillo
744818,4708806.9276,617167876,635300,24842.8636836,Coralillo
583932,4772629.2,1276579948,502140,35729.2589904,Coralillo
1667994,4472161.80074,956581940,1164242,30928.6588781,Coralillo
94629621,1530238.90321,3103830474,14880867,55712.0316808,Coralillo
696192,4732475.57647,1288203766,587760,35891.5556364,Coralillo
591736,4770574.0,1473716816,506866,38389.0194717,Coralillo
1995623,4366364.33344,3277542578,1389735,57249.8260085,Coralillo
17583485,2723845.97632,2653747720,6109615,51514.5389186,Coralillo
1293411,4485782.26342,17555914,1097409,4189.97780424,Coralillo
1308532,4469463.5814,2900857662,1127576,53859.6106744,Coralillo
2590524,4193709.77298,183073194,1765714,13530.4543161,Coralillo
224180883,1091211.48794,366175164,23521377,19135.7039066,Coralillo
1203733,4504630.06852,1011903282,1051551,31810.4272527,Coralillo
854705,4645305.42941,701578992,759461,26487.3364459,Coralillo
1891596,4540370.32617,2000816468,1072536,44730.4870083,Coralillo
1124721,4717711.17794,1496030478,677093,38678.5532046,Coralillo
770149,4780722.41765,4021541344,519307,63415.6238162,Coralillo
692182,4789121.8,953494246,492694,30878.7021424,Coralillo
1927019,4531570.61471,1719134240,1091717,41462.4437292,Coralillo
1176911,4706429.87876,2630202806,703495,51285.5028834,Coralillo
802428,4774153.41176,2824815588,535582,53148.9942332,Coralillo
720245,4782734.3,12849326,508017,3584.59565363,Coralillo
1994918,4514437.35902,1597899364,1128902,39973.7334258,Coralillo
1335463,4669352.64711,885133292,787851,29751.1897577,Coralillo
981595,4728819.92805,3939890800,639855,62768.5494495,Coralillo
930982,4721695.98824,2330806230,644692,48278.4240629,Coralillo
2107360,4486467.34105,218655768,1189784,14787.0134916,Coralillo
1910986,4533616.12831,2687565764,1090832,51841.7376638,Coralillo
105215528,1945735.67831,750211976,13029250,27389.9977364,Coralillo
2043766,4360324.48001,2496965000,1423470,49969.6407832,Coralillo
2292919,4440818.47921,3482081204,1289431,59009.1620344,Coralillo
6482150,3893396.08184,3690082884,2679604,60746.052415,Coralillo
1130116,4607905.94751,2316521338,867338,48130.2538743,Coralillo
856056,4697930.4,2319230122,671992,48158.3857911,Coralillo
2603560,4367460.20685,3476877872,1451174,58965.0563639,Coralillo
168027373,1456761.59671,2089441800,17931509,45710.4123806,Coralillo
1031085,4643090.98235,3342336690,792247,57812.9456956,Coralillo
863015,4698684.5,1250233578,671895,35358.6421968,Coralillo
3141304,4249901.86565,4208613746,1715442,64873.8294384,Coralillo
32576001,2524222.21156,2275424436,7613757,47701.4091616,Coralillo
1862114,4354656.32222,2164505806,1409186,46524.2496554,Coralillo
1845526,4347143.81676,2274127290,1419964,47687.8107067,Coralillo
4135545,4062458.22015,2518151302,2153241,50181.1847409,Coralillo
337478088,1125076.57327,1087744308,26729802,32980.968876,Coralillo
1632049,4387204.93427,4011095104,1318575,63333.2069613,Coralillo
1162287,4558575.14253,776479792,955271,27865.3869882,Coralillo
1771586,4550310.12877,2963775258,1029646,54440.5662902,Coralillo
971031,4763360.96408,3596544034,572459,59971.1933681,Coralillo
643635,4829795.27647,4256157336,415997,65239.2315712,Coralillo
577441,4834352.81765,3768990288,398185,61392.1028146,Coralillo
1810809,4540322.98603,2629070372,1051153,51274.4612063,Coralillo
1025117,4751031.99981,3792997012,600515,61587.3121024,Coralillo
675804,4823661.52941,2964713100,431324,54449.1790572,Coralillo
604336,4828500.04706,2921126556,412420,54047.4472663,Coralillo
1885307,4521490.18725,2650034804,1091847,51478.4887502,Coralillo
1188746,4710851.71642,1620054404,689822,40249.8994284,Coralillo
864331,4774961.98274,1567992350,541761,39597.8831505,Coralillo
839032,4758400.35837,1731918044,567430,41616.3194432,Coralillo
2011050,4489674.21707,1511487322,1160682,38877.8513038,Coralillo
1791805,4565637.58973,2526257716,1009785,50261.8912895,Coralillo
97809733,1920310.32242,3219956580,12716933,56744.6612467,Coralillo
2214987,4366865.65447,800638534,1426517,28295.556789,Coralillo
2222652,4437403.26128,901576690,1274410,30026.2666677,Coralillo
6552503,3891665.08059,1987706494,2654283,44583.7021119,Coralillo
1072955,4644300.22366,2952914566,796063,54340.726587,Coralillo
781379,4729510.45294,3671215036,606911,60590.5523659,Coralillo
2582859,4353459.27171,2049149536,1459701,45267.5329127,Coralillo
171986343,1406950.80794,2065188476,18494723,45444.3448187,Coralillo
971290,4674874.08959,2180003850,728868,46690.5113487,Coralillo
